date, pm25, pm10, o3, no2, so2, co
30-04-16, ,25,41,16,5,7
01-05-16, ,25,27,5,6,9
02-05-16, ,17,25,8,6,8
03-05-16, ,17,22,6,8,10
04-05-16, ,16,36,6,8,8
05-05-16, ,17,30,5,8,8
06-05-16, ,20,27,6,8,10
07-05-16, ,14,24,2,7,8
08-05-16, ,13,23,5,8,28
09-05-16, ,12,21,7,6,25
10-05-16, ,14,32,10,10,10
11-05-16, ,19,35,8,9,11
12-05-16, ,30,36,9,9,10
13-05-16, ,26,81,13,9,10
14-05-16, ,25,36,8,9,10
15-05-16, ,17,17,37,17,16
16-05-16, ,39,65,25,11,8
17-05-16, ,32,40,13,2,7
18-05-16, ,20,52,12,3,7
19-05-16, ,22,43,14,2,6
20-05-16, ,17,30,10,1,4
21-05-16, ,13,26,10,1,5
22-05-16, ,11,38,16,1,6
23-05-16, ,20,47,14,4,6
24-05-16, ,22,37,14,3,6
25-05-16, ,25,43,13,3,5
26-05-16, ,23,35,13,2,6
27-05-16, ,25,38,12,2,5
28-05-16, ,26,31,11,1,5
29-05-16, ,28,26,13,1,5
30-05-16, ,35,21,14,2,6
31-05-16, ,24,7,14,3,6
01-06-16, ,24,16,13,12,5
02-06-16, ,21,16,11,1,5
03-06-16, ,18,22,16,6,5
04-06-16, ,24,31,13,2,5
05-06-16, ,23,28,15,3,5
06-06-16, ,28,31,12,5,4
07-06-16, ,23,25,13,2,6
08-06-16, ,25,20,12,2,4
09-06-16, ,23,17,11,1,5
10-06-16, ,23,16,10,6,5
11-06-16, ,25,17,9,3,4
12-06-16, ,21,17,10,2,3
13-06-16, ,19,14,10,6,4
14-06-16, ,16,12,10,5,4
15-06-16, ,16,7,14,4,12
16-06-16, ,19,8,16,5,8
17-06-16, ,19,18,20,2,7
18-06-16, ,25,30,13,3,7
19-06-16, ,27,20,21,2,8
20-06-16, ,30,25,21,1,8
21-06-16, ,25,39,18,9,6
22-06-16, ,19,15,18,4,7
23-06-16, ,23,14,13,7,6
24-06-16, ,18,18,9,4,4
25-06-16, ,16,19,13,4,6
26-06-16, ,18,15,20,7,7
27-06-16, ,25,19,15,7,6
28-06-16, ,21,22,16,3,6
29-06-16, ,18,18,19,5,6
30-06-16, ,22,10,14,5,6
04-01-16, ,60,56,29,4,12
05-01-16, ,54,50,31,3,12
06-01-16, ,58,49,23,4,11
07-01-16, ,55,19,31,3,13
08-01-16, ,51,19,15,3,9
09-01-16, ,32,32,10,2,5
10-01-16, ,26,35,17,4,7
11-01-16, ,35,31,21,3,10
12-01-16, ,37,25,17,4,8
13-01-16, ,35,23,12,3,7
14-01-16, ,33,16,9,5,7
15-01-16, ,19,15,11,3,7
16-01-16, ,23,16,9,3,8
17-01-16, ,17,22,13,3,8
18-01-16, ,23,14,13,3,7
19-01-16, ,19,19,14,3,6
20-01-16, ,23,23,16,3,7
21-01-16, ,32,28,17,5,6
22-01-16, ,31,29,15,4,6
23-01-16, ,34,21,15,7,8
24-01-16, ,29,16,21,5,7
25-01-16, ,32,34,18,5,7
26-01-16, ,44,33,22,5,8
27-01-16, ,40,50,34,6,13
28-01-16, ,51,44,37,7,10
29-01-16, ,61,37,18,6,10
30-01-16, ,46,21,10,3,8
31-01-16, ,26,33,16,5,9
01-02-16, ,34,28,19,4,10
02-02-16, ,39,41,24,6,13
03-02-16, ,44,44,32,3,14
04-02-16, ,59,45,37,2,15
05-02-16, ,60,38,19,2,14
06-02-16, ,52,50,16,3,6
07-02-16, ,62,47,29,4,9
08-02-16, ,70,52,43,4,12
09-02-16, ,75,43,52,7,13
10-02-16, ,80,41,29,5,13
11-02-16, ,61,40,19,4,12
12-02-16, ,53,26,17,3,10
13-02-16, ,39,32,14,3,7
14-02-16, ,35,34,13,3,6
15-02-16, ,32,24,14,3,6
16-02-16, ,30,49,17,3,9
17-02-16, ,49,54,15,3,9
18-02-16, ,57,37,15,3,10
19-02-16, ,53,35,13,3,9
20-02-16, ,52,38,9,2,9
21-02-16, ,46,35,9,2,6
22-02-16, ,49,37,11,3,7
23-02-16, ,49,37,13,3,7
24-02-16, ,51,45,17,3,9
25-02-16, ,53,42,18,2,10
26-02-16, ,52,52,25,3,10
27-02-16, ,59,61,33,4,14
28-02-16, ,68,62,27,3,11
29-02-16, ,66,55,29,2,9
01-03-16, ,65,74,32,6,11
02-03-16, ,80,79,32,5,11
03-03-16, ,80,47,12,2,9
04-03-16, ,60,28,8,2,8
05-03-16, ,43,29,8,2,7
06-03-16, ,39,28,9,3,9
07-03-16, ,45,30,9,2,10
08-03-16, ,40,29,9,3,7
09-03-16, ,39,29,11,2,8
10-03-16, ,40,31,11,3,7
11-03-16, ,35,27,8,2,5
12-03-16, ,36,17,6,3,5
13-03-16, ,24,22,9,5,6
14-03-16, ,26,22,9,2,6
15-03-16, ,30,29,9,4,7
16-03-16, ,40,34,10,3,6
17-03-16, ,37,27,9,4,7
18-03-16, ,40,31,9,4,5
19-03-16, ,43,31,7,4,5
20-03-16, ,41,30,9,4,6
21-03-16, ,35,34,9,3,6
22-03-16, ,42,61,12,3,8
23-03-16, ,60,96,17,3,8
24-03-16, ,66,36,12,2,5
25-03-16, ,52,61,12,4,7
26-03-16, ,56,29,16,3,6
27-03-16, ,44,58,21,3,13
28-03-16, ,61,44,18,2,10
29-03-16, ,56,40,16,2,8
30-03-16, ,54,39,11,4,8
31-03-16, ,60,39,9,2,8
01-10-15, ,27,6,27,5,14
02-10-15, ,28,7,28,5,11
03-10-15, ,25,7,19,6,13
04-10-15, ,20,7,12,4,10
05-10-15, ,18,7,14,4,11
06-10-15, ,21,19,17,5,13
07-10-15, ,26,18,13,4,10
08-10-15, ,21,5,15,5,12
09-10-15, ,21,12,15,5,11
10-10-15, ,24,15,13,5,11
11-10-15, ,20,17,16,5,10
12-10-15, ,20,22,19,6,10
13-10-15, ,26,36,17,4,9
14-10-15, ,29,34,19,5,10
15-10-15, ,31,31,23,8,14
16-10-15, ,33,36,28,7,16
17-10-15, ,39,39,18,6,10
18-10-15, ,38,32,22,7,14
19-10-15, ,42,29,18,7,14
20-10-15, ,42,34,18,11,12
21-10-15, ,31,18,29,8,20
22-10-15, ,37,31,35,7,17
23-10-15, ,52,28,20,7,13
24-10-15, ,50,45,18,4,9
25-10-15, ,40,32,19,4,10
26-10-15, ,43,23,21,4,12
27-10-15, ,39,29,22,5,12
28-10-15, ,39,24,29,4,16
29-10-15, ,39,25,21,2,14
30-10-15, ,35,24,18,5,10
31-10-15, ,29,32,16,4,11
01-11-15, ,28,25,17,4,10
02-11-15, ,29,29,22,4,12
03-11-15, ,34,40,26,5,13
04-11-15, ,43,30,29,4,12
05-11-15, ,41,25,31,7,28
06-11-15, ,45,14,18,8,37
07-11-15, ,19,16,18,3,9
08-11-15, ,30,20,23,7,11
09-11-15, ,29,19,22,5,12
10-11-15, ,35,22,18,4,10
11-11-15, ,31,23,22,5,12
12-11-15, ,31,15,32,6,13
13-11-15, ,38,14,30,7,16
14-11-15, ,38,16,25,7,13
15-11-15, ,42,15,30,6,13
16-11-15, ,39,24,18,7,9
17-11-15, ,28,30,20,5,11
18-11-15, ,32,26,26,7,10
19-11-15, ,46,18,27,5,12
20-11-15, ,39,21,24,5,13
21-11-15, ,40,28,17,7,9
22-11-15, ,37,26,22,7,11
23-11-15, ,41,28,24,4,11
24-11-15, ,44,28,17,4,10
25-11-15, ,36,29,17,5,9
26-11-15, ,32,30,14,3,10
27-11-15, ,27,31,22,7,10
28-11-15, ,36,40,23,5,10
29-11-15, ,43,34,29,4,12
30-11-15, ,49,40,20,3,12
01-12-15, ,47,31,12,3,9
02-12-15, ,27,34,17,3,9
03-12-15, ,27,29,25,3,10
04-12-15, ,37,33,22,4,9
05-12-15, ,40,30,13,4,7
06-12-15, ,38,38,19,3,8
07-12-15, ,37,41,27,4,12
08-12-15, ,45,42,31,5,14
09-12-15, ,53,76,34,5,12
10-12-15, ,62,71,20,4,10
11-12-15, ,52,26,15,3,8
12-12-15, ,26,27,15,4,9
13-12-15, ,27,59,28,6,13
14-12-15, ,51,55,38,5,15
15-12-15, ,76,35,23,2,11
16-12-15, ,51,34,12,4,9
17-12-15, ,33,34,23,2,9
18-12-15, ,43,35,33,2,10
19-12-15, ,52,43,31,3,9
20-12-15, ,56,47,26,4,10
21-12-15, ,59,35,24,3,9
22-12-15, ,58,23,30,3,13
23-12-15, ,60,40,18,4,8
24-12-15, ,46,29,16,5,10
25-12-15, ,35,37,19,4,10
26-12-15, ,40,38,22,4,10
27-12-15, ,43,31,21,3,12
28-12-15, ,50,32,22,3,12
29-12-15, ,44,32,22,2,12
30-12-15, ,46, , , , 
03-01-16, ,44,66,34,5,12
01-07-15, ,22,21,8,7,7
02-07-15, ,25,20,7,9,6
03-07-15, ,24,21,7,11,6
04-07-15, ,32,23,6,5,5
05-07-15, ,20,25,8,4,6
06-07-15, ,23,23,8,4,7
07-07-15, ,39,20,9,5,8
08-07-15, ,47,14,8,6,7
09-07-15, ,53,18,8,5,6
10-07-15, ,47,24,7,10,5
11-07-15, ,37,26,7,4,5
12-07-15, ,18,27,7,5,6
13-07-15, ,27,19,7,5,6
14-07-15, ,31,17,7,3,7
15-07-15, ,21,16,6,10,4
16-07-15, ,15,13,7,3,5
17-07-15, ,16,14,5,2,4
18-07-15, ,14,13,6,4,5
19-07-15, ,15,11,6,3,5
20-07-15, ,17,17,6,7,4
21-07-15, ,16,19,8,3,5
22-07-15, ,20,23,7,3,5
23-07-15, ,18,32,9,6,5
24-07-15, ,24,29,8,3,4
25-07-15, ,29,18,6,3,4
26-07-15, ,28,12,9,3,7
27-07-15, ,29,12,7,7,7
28-07-15, ,24,14,11,3,7
29-07-15, ,22,19,10,3,5
30-07-15, ,22,18,9,2,4
31-07-15, ,19,19,11,3,5
01-08-15, ,17,11,9,2,6
02-08-15, ,19,12,11,4,7
03-08-15, ,23,20,10,3,7
04-08-15, ,23,26,11,3,5
05-08-15, ,19,23,11,3,8
06-08-15, ,17,31,14,3,6
07-08-15, ,23,25,12,3,5
08-08-15, ,19,28,11,2,8
09-08-15, ,21,28,13,3,8
10-08-15, ,23,30,13,2,6
11-08-15, ,22,21,11,2,7
12-08-15, ,26,19,17,3,9
13-08-15, ,27,37,14,4,7
14-08-15, ,24,24,12,3,6
15-08-15, ,22,33,10,3,7
16-08-15, ,26,24,10,3,7
17-08-15, ,23,19,12,3,7
18-08-15, ,23,18,9,4,7
19-08-15, ,20,27,10,4,8
20-08-15, ,19,18,12,3,7
21-08-15, ,16,21,10,4,6
22-08-15, ,14,21,11,4,6
23-08-15, ,16,19,10,4,7
24-08-15, ,17,18,9,3,6
25-08-15, ,17,19,11,4,7
26-08-15, ,16,22,12,3,7
27-08-15, ,18,21,13,3,7
28-08-15, ,21,22,12,3,6
29-08-15, ,17,23,9,3,6
30-08-15, ,16,22,11,3,7
31-08-15, ,18,15,12,4,8
01-09-15, ,16,22,11,3,8
02-09-15, ,15,30,13,3,9
03-09-15, ,20,31,17,4,11
04-09-15, ,23,23,15,3,9
05-09-15, ,20,27,12,4,9
06-09-15, ,15,17,11,3,10
07-09-15, ,14,16,10,4,8
08-09-15, ,14,23,12,4,9
09-09-15, ,15,10,20,4,11
10-09-15, ,22,13,19,4,12
11-09-15, ,21,22,14,5,11
12-09-15, ,22,20,11,3,9
13-09-15, ,19,13,10,4,9
14-09-15, ,14,7,13,4,11
15-09-15, ,19,17,13,4,11
16-09-15, ,14,7,15,4,11
17-09-15, ,16,14,10,4,10
18-09-15, ,16,38,17,4,10
19-09-15, ,25,34,25,4,14
20-09-15, ,56,27,20,4,12
21-09-15, ,53,17,13,6,8
22-09-15, ,30,12,14,6,10
23-09-15, ,22,16,11,5,8
24-09-15, ,17,19,13,11,9
25-09-15, ,16,18,15,6,7
26-09-15, ,15,28,13,7,6
27-09-15, ,19,23,16,14,9
28-09-15, ,19,24,20,5,10
29-09-15, ,23,34,24,3,10
30-09-15, ,32,17,25,6,10
01-04-15, ,34,44,12,5,11
02-04-15, ,38,47,17,5,10
03-04-15, ,41,36,13,3,10
04-04-15, ,49,26,8,3,10
05-04-15, ,45,24,10,6,10
06-04-15, ,32,26,11,4,11
07-04-15, ,35,16,25,12,16
08-04-15, ,37,22,25,14,19
09-04-15, ,48,26,15,8,23
10-04-15, ,32,22,15,5,22
11-04-15, ,31,35,16,8,21
12-04-15, ,30,31,28,10,29
13-04-15, ,46,52,23,11,16
14-04-15, ,52,61,23,6,18
15-04-15, ,63,47,16,6,17
16-04-15, ,58,26,11,8,15
17-04-15, ,48,21,9,6,14
18-04-15, ,38,24,9,6,14
19-04-15, ,27,30,13,5,16
20-04-15, ,30,45,15,10,17
21-04-15, ,37,64,17,7,16
22-04-15, ,39,36,20,7,16
23-04-15, ,38,64,34,8,18
24-04-15, ,39,29,36,8,19
25-04-15, ,45,57,28,6,18
26-04-15, ,46,42,28,6,16
27-04-15, ,37,27,16,7,17
28-04-15, ,38,25,15,5,16
29-04-15, ,28,34,16,8,19
30-04-15, ,29,30,13,6,18
01-05-15, ,33,29,13,9,18
02-05-15, ,27,28,12,7,18
03-05-15, ,31,15,14,10,19
04-05-15, ,34,16,16,7,18
05-05-15, ,34,22,16,9,19
06-05-15, ,31,23,12,7,18
07-05-15, ,23,23,13,9,16
08-05-15, ,25,29,10,5,10
09-05-15, ,26,30,8,8,10
10-05-15, ,29,20,10,11,12
11-05-15, ,24,17,8,11,13
12-05-15, ,25,11,11,12,11
13-05-15, ,23,18,12,6,10
14-05-15, ,22,32,17,5,14
15-05-15, ,20,19,13,9,16
16-05-15, ,18,24,11,6,8
17-05-15, ,19,29,12,7,9
18-05-15, ,17,29,11,3,10
19-05-15, ,19,24,12,4,10
20-05-15, ,18,19,11,4,9
21-05-15, ,16,15,9,11,12
22-05-15, ,14,21,10,6,15
23-05-15, ,16,24,10,6,9
24-05-15, ,21,36,11,6,11
25-05-15, ,22,23,12,4,10
26-05-15, ,25,35,14,12,13
27-05-15, ,25,27,12,6,16
28-05-15, ,21,24,10,6,17
29-05-15, ,20,37,11,4,18
30-05-15, ,21,26,8,9,18
31-05-15, ,22,31,7,5,15
01-06-15, ,18,31,10,4,11
02-06-15, ,23,17,18,6,7
03-06-15, ,27,16,9,5,6
04-06-15, ,20,29,12,4,9
05-06-15, ,24,46,12,9,8
06-06-15, ,24,33,10,9,7
07-06-15, ,19,25,15,11,9
08-06-15, ,22,24,13,7,10
09-06-15, ,21,28,12,6,10
10-06-15, ,20,23,9,10,10
11-06-15, ,20,23,11,12,10
12-06-15, ,19,25,13,8,8
13-06-15, ,22,25,9,4,9
14-06-15, ,20,23,10,8,9
15-06-15, ,22,10,8,5,10
16-06-15, ,22,14,12,8,9
17-06-15, ,18,21,13,6,10
18-06-15, ,19,27,13,10,9
19-06-15, ,26,24,13,12,7
20-06-15, ,23,22,8,6,5
21-06-15, ,19,17,8,6,7
22-06-15, ,27,16,9,6,9
23-06-15, ,27,16,7,5,8
24-06-15, ,21,17,7,4,6
25-06-15, ,15,21,9,4,4
26-06-15, ,18,18,9,4,4
27-06-15, ,15,18,7,5,5
28-06-15, ,17,32,9,5,8
29-06-15, ,20,21,11,8,7
30-06-15, ,22,24,7,6,6
01-01-15, ,46,57,24,3,8
02-01-15, ,42,56,35,4,10
03-01-15, ,56,72,39,5,13
04-01-15, ,59,73,53,5,14
05-01-15, ,66,50,36,5,12
06-01-15, ,61,27,28,4,9
07-01-15, ,48,16,21,1,11
08-01-15, ,35,36,19,2,9
09-01-15, ,43,21,26,2,12
10-01-15, ,48,33,16,2,14
11-01-15, ,54,25,24,3,15
12-01-15, ,49,39,29,3,13
13-01-15, ,50,42,35,3,15
14-01-15, ,55,46,39,4,14
15-01-15, ,65,53,46,3,17
16-01-15, ,72,45,26,1,11
17-01-15, ,64,51,31,2,14
18-01-15, ,67,43,28,1,14
19-01-15, ,62,53,34,3,15
20-01-15, ,63,50,51,3,17
21-01-15, ,71,52,62,9,21
22-01-15, ,78,56,45,8,14
23-01-15, ,79,45,28,34,10
24-01-15, ,60,53,22,26,9
25-01-15, ,59,46,24,3,10
26-01-15, ,56,75,31,5,13
27-01-15, ,59,57,25,6,11
28-01-15, ,68,53,21,4,11
29-01-15, ,62,43,20,7,9
30-01-15, ,58,28,21,3,12
31-01-15, ,54,39,29,2,14
01-02-15, ,60,39,32,3,16
02-02-15, ,63,38,37,4,16
03-02-15, ,57,45,40,5,19
04-02-15, ,61,44,30,4,13
05-02-15, ,56,49,25,4,14
06-02-15, ,63,66,31,3,18
07-02-15, ,64,61,30,7,17
08-02-15, ,66,40,32,3,15
09-02-15, ,65,53,39,6,15
10-02-15, ,62,61,42,7,19
11-02-15, ,76,35,15,3,14
12-02-15, ,63,36,12,2,13
13-02-15, ,54,38,13,2,10
14-02-15, ,48,31,15,2,10
15-02-15, ,49,32,15,2,12
16-02-15, ,47,32,16,2,15
17-02-15, ,42,25,15,6,8
18-02-15, ,42,21,17,2,10
19-02-15, ,35,23,20,5,10
20-02-15, ,37,15,15,3,7
21-02-15, ,28,21,13,4,13
22-02-15, ,25,21,17,3,10
23-02-15, ,26,28,19,4,12
24-02-15, ,33,24,16,5,9
25-02-15, ,33,27,19,5,11
26-02-15, ,27,27,20,4,8
27-02-15, ,30,28,22,6,8
28-02-15, ,32,21,24,4,13
01-03-15, ,25,9,25,7,13
02-03-15, ,27,17,14,3,9
03-03-15, ,35,24,10,4,8
04-03-15, ,35,25,12,4,9
05-03-15, ,41,21,10,3,9
06-03-15, ,38,23,10,3,8
07-03-15, ,33,18,10,6,7
08-03-15, ,26,25,11,3,9
09-03-15, ,25,31,9,6,10
10-03-15, ,28,25,12,3,10
11-03-15, ,33,30,15,2,9
12-03-15, ,36,32,12,2,9
13-03-15, ,41, , , , 
16-03-15, ,32,27,12,2,10
17-03-15, ,35,25,11,3,10
18-03-15, ,38,30,11,4,12
19-03-15, ,32,34,10,3,13
20-03-15, ,36,22,10,3,11
21-03-15, ,41,35,14,3,12
22-03-15, ,36,27,13,4,11
23-03-15, ,37,24,27,5,14
24-03-15, ,39,65,20,5,12
25-03-15, ,55,42,27,5,16
26-03-15, ,46,46,27,4,14
27-03-15, ,54,59,32,4,15
28-03-15, ,55,55,21,4,12
29-03-15, ,43,23,13,3,12
30-03-15, ,35,22,10,3,11
31-03-15, ,32,31,10,4,11
01-10-14, ,32,18,27,15,8
02-10-14, ,26,36,35,14,12
03-10-14, ,28,26,37,11,15
04-10-14, ,44,22,22,15,14
05-10-14, ,33,14,24,16,13
06-10-14, ,22,25,17,13,12
07-10-14, ,23,14,20,2,9
08-10-14, ,29,21,29,2,11
09-10-14, ,21,23,18,9,8
10-10-14, ,31,16,14,1,9
11-10-14, ,17,30,25,2,11
12-10-14, ,27,36,29,8,15
13-10-14, ,57,36,26,2,12
14-10-14, ,54,49,29,2,12
15-10-14, ,58,67,34,2,13
16-10-14, ,69,49,31,2,14
17-10-14, ,69,43,29,1,14
18-10-14, ,53,25,19,1,9
19-10-14, ,41,20,19,2,10
20-10-14, ,28,23,29,2,14
21-10-14, ,25,18,30,3,14
22-10-14, ,38,17,21,6,9
23-10-14, ,38,10,27,2,11
24-10-14, ,30,16,24,5,10
25-10-14, ,29,24,20,7,7
26-10-14, ,21,24,27,3,13
27-10-14, ,30,36,26,2,10
28-10-14, ,28,21,28,2,11
29-10-14, ,29,37,39,4,15
30-10-14, ,34,30,32,8,14
31-10-14, ,51,19,23,3,11
01-11-14, ,34,23,25,1,11
02-11-14, ,28,21,21,5,9
03-11-14, ,27,13,23,2,14
04-11-14, ,28,16,27,3,14
05-11-14, ,27,22,25,3,14
06-11-14, ,47,17,31,3,16
07-11-14, ,38,18,27,7,11
08-11-14, ,37,23,23,12,16
09-11-14, ,43,31,26,2,14
10-11-14, ,41,40,36,4,13
11-11-14, ,44,33,35,3,11
12-11-14, ,54,29,25,2,10
13-11-14, ,44,30,23,2,11
14-11-14, ,26,40,30,5,12
15-11-14, ,39,33,29,5,10
16-11-14, ,44,32,28,2,12
17-11-14, ,43,37,19,6,9
18-11-14, ,39,53,25,2,10
19-11-14, ,43,49,36,2,11
20-11-14, ,55,49,35,3,11
21-11-14, ,61,43,33,4,10
22-11-14, ,59,39,36,3,10
23-11-14, ,59,42,35,4,12
24-11-14, ,55,46,33,3,11
25-11-14, ,60,54,36,3,9
26-11-14, ,60,35,34,3,7
27-11-14, ,53,20,45,4,18
28-11-14, ,46,35,50,4,20
29-11-14, ,70, , , , 
01-12-14, ,51,10,36,3,12
02-12-14, ,37,25,32,2,15
03-12-14, ,34,27,38,3,15
04-12-14, ,43,13,27,2,11
05-12-14, ,37,27,35,3,11
06-12-14, ,35,34,37,2,13
07-12-14, ,44,23,35,2,12
08-12-14, ,48,38,33,2,12
09-12-14, ,37,40,29,1,12
10-12-14, ,43,33,32,2,10
11-12-14, ,41,44,27,2,11
12-12-14, ,44,29,31,2,10
13-12-14, ,46,50,35,2,10
14-12-14, ,48,51,42,4,13
15-12-14, ,58,32,36,5,10
16-12-14, ,62,36,20,4,8
17-12-14, ,52,45,32,5,14
18-12-14, ,55,42,40,5,14
19-12-14, ,60,44,40,4,14
20-12-14, ,68,35,33,3,14
21-12-14, ,63,50,26,6,11
22-12-14, ,54,49,39,5,12
23-12-14, ,65,44,38,7,10
24-12-14, ,70,48,29,5,10
25-12-14, ,63,45,35,5,11
26-12-14, ,58,31,37,4,14
27-12-14, ,55,27,21,3,10
28-12-14, ,40, , , , 
01-07-14, ,37,22,17,3,7
02-07-14, ,35,23,17,3,7
03-07-14, ,30,25,16,2,6
04-07-14, ,26,19,15,3,5
05-07-14, ,23,20,13,2,6
06-07-14, ,22,17,14,5,6
07-07-14, ,18,12,13,3,7
08-07-14, ,18,13,15,3,5
09-07-14, ,17,11,15,3,6
10-07-14, ,17,15,12,4,6
11-07-14, ,24,15,11,3,5
12-07-14, ,26,25,14,2,6
13-07-14, ,21,13,21,4,8
14-07-14, ,22,14,18,3,7
15-07-14, ,25,20,21,4,8
16-07-14, ,24,18,16,3,7
17-07-14, ,23,13,17,3,7
18-07-14, ,21,9,15,2,7
19-07-14, ,21,12,15,2,7
20-07-14, ,27,16,18,3,7
21-07-14, ,38,18,18,3,6
22-07-14, ,33,24,19,4,7
23-07-14, ,24,15,18,3,7
24-07-14, ,26,14,19,3,7
25-07-14, ,30,14,19,3,6
26-07-14, ,33,16,18,4,7
27-07-14, ,25,8,20,5,9
28-07-14, ,25,17,20,8,10
29-07-14, ,34,20,18,8,10
30-07-14, ,41,14,18,11,11
31-07-14, ,43,16,17,7,9
01-08-14, ,42,10,16,10,8
02-08-14, ,39,11,13,5,8
03-08-14, ,39,10,14,10,9
04-08-14, ,34,10,14,6,7
05-08-14, ,26,12,13,6,8
06-08-14, ,25,10,12,6,7
07-08-14, ,27,14,11,4,7
08-08-14, ,23,15,12,11,6
09-08-14, ,21,13,11,7,7
10-08-14, ,23,18,11,9,7
11-08-14, ,21,17,11,4,6
12-08-14, ,26,17,11,6,6
13-08-14, ,24,12,13,5,7
14-08-14, ,22,11,13,5,7
15-08-14, ,24,19,18,10,8
16-08-14, ,31,5,13,7,6
17-08-14, ,31,24,21,3,8
18-08-14, ,21,20,18,3,6
19-08-14, ,25,17,23,3,7
20-08-14, ,28,16,20,3,7
21-08-14, ,26,15,25,5,10
22-08-14, ,28,16,24,5,7
23-08-14, ,39,21,16,2,6
24-08-14, ,32,20,19,9,7
25-08-14, ,25,19,17,12,7
26-08-14, ,31,34,22,11,9
27-08-14, ,25,20,17,13,8
28-08-14, ,27,16,14,6,7
29-08-14, ,22,13,16,4,7
30-08-14, ,24,11,13,12,7
31-08-14, ,21,13,12,15,8
01-09-14, ,21,10,13,10,7
02-09-14, ,21,11,16,5,9
03-09-14, ,24,15,15,8,8
04-09-14, ,29,15,14,7,7
05-09-14, ,24,19,14,2,5
06-09-14, ,22,17,14,2,5
07-09-14, ,21,18,13,6,7
08-09-14, ,21,23,15,2,6
09-09-14, ,20,18,16,5,7
10-09-14, ,21,21,20,3,8
11-09-14, ,23,17,18,3,6
12-09-14, ,26,19,15,2,7
13-09-14, ,26,21,13,3,5
14-09-14, ,25,17,15,7,6
15-09-14, ,25,13,21,4,8
16-09-14, ,29,15,15,15,14
17-09-14, ,22,11,15,3,5
18-09-14, ,17,15,19,3,7
19-09-14, ,22,29,19,3,6
20-09-14, ,24,29,15,2,4
21-09-14, ,24,21,19,3,7
22-09-14, ,25,20,16,3,5
23-09-14, ,30,15,21,7,8
24-09-14, ,27,21,28,7,11
25-09-14, ,27,30,21,5,7
26-09-14, ,28,31,25,3,7
27-09-14, ,28,4,18,10,9
28-09-14, ,18,28,35,4,8
29-09-14, ,32,21,32,5,9
30-09-14, ,26,45,31,5,11
01-04-14, ,30,23,15,2,7
02-04-14, ,38,23,12,3,7
03-04-14, ,39,25,14,3,7
04-04-14, ,36,43,21,3,7
05-04-14, ,47,34,18,4,6
06-04-14, ,48,35,12,2,5
07-04-14, ,34,66,20,3,7
08-04-14, ,46,65,25,3,8
09-04-14, ,62,44,24,3,9
10-04-14, ,67,29,25,3,9
11-04-14, ,66,46,25,5,9
12-04-14, ,65,47,23,4,9
13-04-14, ,61,43,19,3,8
14-04-14, ,57,58,21,2,8
15-04-14, ,42,32,16,3,7
16-04-14, ,41,31,18,3,7
17-04-14, ,36,25,16,5,7
18-04-14, ,37,20,18,3,6
19-04-14, ,34,24,15,10,6
20-04-14, ,27,23,16,9,6
21-04-14, ,28,26,15,7,6
22-04-14, ,27,28,17,4,8
23-04-14, ,33,18,17,4,7
24-04-14, ,38,22,18,4,7
25-04-14, ,34,17,19,4,6
26-04-14, ,34,22,13,4,5
27-04-14, ,30,18,23,4,7
28-04-14, ,28,17,22,9,8
29-04-14, ,33,22,20,3,6
30-04-14, ,31,19,12,3,6
01-05-14, ,32,29,21,3,8
02-05-14, ,35,21,15,3,5
03-05-14, ,37,31,21,4,7
04-05-14, ,26,22,19,4,8
05-05-14, ,21,32,24,3,9
06-05-14, ,34,27,27,12,10
07-05-14, ,33,23,23,3,9
08-05-14, ,41,19,10,2,5
09-05-14, ,32,33,12,2,6
10-05-14, ,34,27,15,2,7
11-05-14, ,33,34,13,3,6
12-05-14, ,22,24,13,3,5
13-05-14, ,20,32,18,3,7
14-05-14, ,22,35,16,3,5
15-05-14, ,20,33,17,3,6
16-05-14, ,20,28,15,3,6
17-05-14, ,27,13,19,2,7
18-05-14, ,26,32,19,3,8
19-05-14, ,24,38,17,4,7
20-05-14, ,26,36,16,3,6
21-05-14, ,23,18,15,3,6
22-05-14, ,25,16,14,2,5
23-05-14, ,25,36,19,3,6
24-05-14, ,24,24,22,3,7
25-05-14, ,28,34,27,3,8
26-05-14, ,35,15,19,4,7
27-05-14, ,39,25,22,2,7
28-05-14, ,27,35,20,3,6
29-05-14, ,27,43,18,4,7
30-05-14, ,27,40,16,3,6
31-05-14, ,23,18,16,2,7
01-06-14, ,25,34,18,2,7
02-06-14, ,19,37,15,2,6
03-06-14, ,21,24,17,2,7
04-06-14, ,22,10,17,2,7
05-06-14, ,25,15,18,2,6
06-06-14, ,24,15,15,2,6
07-06-14, ,22,10,14,3,7
08-06-14, ,25,12,14,4,7
09-06-14, ,23,12,15,5,6
10-06-14, ,27,9,13,2,6
11-06-14, ,27,15,15,2,6
12-06-14, ,24,16,16,2,5
13-06-14, ,23,14,13,4,4
14-06-14, ,19,13,11,4,5
15-06-14, ,21,15,12,3,5
16-06-14, ,31,19,16,2,5
17-06-14, ,28,11,15,2,6
18-06-14, ,31,15,14,3,5
19-06-14, ,38,15,16,3,5
20-06-14, ,45,10,18,3,6
21-06-14, ,53,13,16,3,6
22-06-14, ,54,16,19,2,7
23-06-14, ,38,17,17,3,6
